16295,INICIAÇÃO À PESQUISA EM CIÊNCIA DA COMPUTAÇÃO,default
16273,INTRODUÇÃO AOS SISTEMAS LÓGICOS,default
16289,ÁLGEBRA LINEAR,default
16276,ALGORITMOS E ESTRUTURAS DE DADOS III,default
16287,ARQUITETURA DE COMPUTADORES I,default
16277,TEORIA DE LINGUAGENS,default
16296,CULTURA RELIGIOSA II,default
16292,LINGUAGENS DE PROGRAMAÇÃO,default
16297,ANÁLISE DE SISTEMAS,default
16301,FILOSOFIA II,default
29847,GRAFOS E TEORIA DA COMPLEXIDADE,default
29606,BANCOS DE DADOS,default
29855,COMPILADORES,default
20069,COMPLEMENTAÇÃO BANCO DE DADOS II,default
29849,PROCESSAMENTO DE IMAGENS DIGITAIS,default
34915,COMPLEMENTAÇÃO ARQUITETURA DE COMPUTADORES II,default
29866,COMPUTAÇÃO GRÁFICA,default
30049,ARQUITETURA DE COMPUTADORES III,default
29872,EMPREENDEDORISMO,default
29856,ENGENHARIA SOFTWARE II,default
29862,REDES DE COMPUTADORES I,default
29854,SISTEMAS OPERACIONAIS,default
40553,INTELIGÊNCIA ARTIFICIAL,default
48159,CÁLCULO II,default
45372,COMPUTADORES E SOCIEDADE,default
16272,CÁLCULO DIFERENCIAL E INTEGRAL II,default
16275,FÍSICA EXPERIMENTAL PARA COMPUTAÇÃO,default
16290,ALGORITMOS RECURSIVOS,default
16298,MATEMÁTICA COMPUTACIONAL,default
16306,INTERAÇÃO HOMEM COMPUTADOR,default
16312,TRABALHO DE DIPLOMAÇÃO I,default
16314,SEGURANÇA E AUDITORIA DE SISTEMAS,default
16315,TÓPICOS EM TECNOLOGIA DA COMPUTAÇÃO,default
16317,TRABALHO DE DIPLOMAÇÃO II,default
16320,MODELAGEM E AVALIAÇÃO DE DESEMPENHO,default
29604,CÁLCULO DIFERENCIAL E INTEGRAL II,default
29846,ALGEBRA LINEAR,default
34850,MATEMÁTICA DISCRETA II,default
29607,PROJETO E ANÁLISE DE ALGORITMOS,default
29602,ALGORITMOS E ESTRUTURAS DE DADOS III,default
29603,ARQUITETURA DE COMPUTADORES II,default
29839,FILOSOFIA I,default
27403,CÁLCULO I (Virtual),default
29864,ENGENHARIA DE SOFTWARE I,default
29851,CULTURA RELIGIOSA II,default
29863,INTERAÇÃO HOMEM COMPUTADOR,default
33836,SEGURANÇA E AUDITORIA DE SISTEMAS (Virtual),default
29613,SEMINÁRIOS VI,default
29848,LINGUAGENS DE PROGRAMAÇÃO,default
29614,SEMINÁRIOS VII,default
31275,TÓPICOS ESPECIAIS EM INFORMÁTICA I: DESENVOLVIMENTO DE PÁGINAS WEB (Virtual),default
29873,MODELAGEM E AVALIAÇÃO DE DESEMPENHO,default
29615,SEMINÁRIOS VIII,default
28450,TÓPICOS ESPECIAIS - MARKETING NA INTERNET E COMÉRCIO ELETRÔNICO (Virtual),default
45745,INTRODUÇÃO À ENGENHARIA MECÂNICA,default
19841,CULTURA RELIGIOSA I,default
19839,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,default
29852,FILOSOFIA II,default
45647,ADMINISTRAÇÃO E EMPREENDEDORISMO,default
47514,LEITURA E PRODUÇÃO DE TEXTOS (Virtual),default
13336,FILOSOFIA I,default
25640,CULTURA RELIGIOSA II,default
13337,INTRODUÇÃO À PESQUISA EM FILOSOFIA,default
13338,LEITURA E PRODUÇÃO DE SENTIDO I,default
13339,LÓGICA,default
13341,PSICOLOGIA,default
35477,ANTROPOLOGIA CULTURAL E EDUCAÇÃO,default
50368,EQUAÇÕES DIFERENCIAIS,default
51011,LABORATÓRIO DE FÍSICA GERAL III,default
50970,PROGRAMAÇÃO APLICADA,default
,,default
